,Links
FedParsing: a Semi-Supervised Federated Learning Model on Semantic Parsing,https://openreview.net/forum?id=Oeikp9N4fzi
Fair NLP Models with Differentially Private Text Encoders,https://openreview.net/forum?id=TA1_okqeCFa
Probing Schema Linking Information from Pre-trained Language Models for Text-to-SQL Parsing,https://openreview.net/forum?id=uKGVHs4EMy
Letters from the past: modeling historical sound change through diachronic character embeddings,https://openreview.net/forum?id=BNLGjR2DGeu
Improving Word Translation via Two-Stage Contrastive Learning,https://openreview.net/forum?id=ycgOlOnbbMq
Persian Natural Language Inference: A Meta-learning approach,https://openreview.net/forum?id=y10NjrWsSmH
On Vision Features in Multimodal Machine Translation,https://openreview.net/forum?id=z8HsAJoLGF6
Learning and Evaluating Character Representations in Novels,https://openreview.net/forum?id=zHdGnwxZCdo
Self-training with Modeling Ambiguous Data for Low-Resource Relation Extraction,https://openreview.net/forum?id=h4CH-gL3b_x
Interpretable embeddings to understand computing careers,https://openreview.net/forum?id=22Vop3KyNI1
Can Explanations Be Useful for Calibrating Black Box Models?,https://openreview.net/forum?id=IZreMhYT8gW
Text Smoothing: Enhance Various Data Augmentation Methods on Text Classification Tasks,https://openreview.net/forum?id=0X1-qVxSlzm
An Empirical Study on Explanations in Out-of-Domain Settings,https://openreview.net/forum?id=Tle_t5AxcTL
KenMeSH: Knowledge-enhanced End-to-end Biomedical Text Labelling,https://openreview.net/forum?id=K7KZoGl7M2r
Morphosyntactic Tagging with Pre-trained Language Models for Arabic and its Dialects,https://openreview.net/forum?id=qkgEZxDAGh
Improving Neural Topic Models by Contrastive Learning with BERT,https://openreview.net/forum?id=SywWbpTa8ix
Generation of News Articles from Tweets : An Experiment,https://openreview.net/forum?id=ULxpGsMp5HY
Adaptive Testing and Debugging of NLP Models,https://openreview.net/forum?id=LcWuB5SjD9
Reasoning Like Program Executors,https://openreview.net/forum?id=CBaAwVcAd2G
"One Country, 700+ Languages: NLP Challenges for Underrepresented Languages and Dialects in Indonesia",https://openreview.net/forum?id=zZOyzUCFFt
Multilingual offensive lexicon annotated with contextual information,https://openreview.net/forum?id=WCBAn7V584l
Bootstrapping Text Anonymization Models with Distant Supervision,https://openreview.net/forum?id=-MoY6seu_x
QubitE: Qubit Embedding for Knowledge Graph Completion,https://openreview.net/forum?id=6mpzVBZ6Mf8
"AMRize, then Parse! Enhancing AMR Parsing with PseudoAMR Data",https://openreview.net/forum?id=5Q-ihWzhSi
Zero-Shot Aspect-Based Scientific Document Summarization using Self-Supervised Pre-training,https://openreview.net/forum?id=iEqUccu6yII
Using Interactive Feedback to Improve the Accuracy and Explainability of Question Answering Systems Post-Deployment,https://openreview.net/forum?id=Gs-GKGuR0t
Analyzing Dynamic Adversarial Training Data in the Limit,https://openreview.net/forum?id=f9gYRaGv934
Evidence Decomposition Graph Network for Fact Verification,https://openreview.net/forum?id=3Huneg3YkiV
Control False Negative Instances In Contrastive Learning To ImproveLong-tailed Item Categorization,https://openreview.net/forum?id=L7d3vpKjQhZ
"FrugalScore: Learning Cheaper, Lighter and Faster Evaluation Metrics for Automatic Text Generation",https://openreview.net/forum?id=JT-Xedd1zJQ
Cross-Lingual UMLS Named Entity Linking using UMLS Dictionary Fine-Tuning,https://openreview.net/forum?id=vyiDjt4UNPv
Incorporating Dual-Aware with Hierarchical Interactive Memory Networks for Task-Oriented Dialogue,https://openreview.net/forum?id=YRia3RRZHXm
Expanding Pretrained Models to Thousands More Languages via Lexicon-based Adaptation,https://openreview.net/forum?id=5Ph0fRJg9c-
Understanding and Improving Sequence-to-Sequence Pretraining for Neural Machine Translation,https://openreview.net/forum?id=ZkFuUac0Hc0
Description-Driven Task-Oriented Dialog Modeling,https://openreview.net/forum?id=NaVgf-NPQev
MSP: Multi-Stage Prompting for Making Pre-trained Language Models Better Translators,https://openreview.net/forum?id=Uhnw1smvKt
Code Synonyms Do Matter: Multiple Synonyms Matching Network for Automatic ICD Coding,https://openreview.net/forum?id=kXo7lEh7OaX
Towards Focused and Connected Document-Level Event Extraction,https://openreview.net/forum?id=og2PWB6U0K0
GLM: General Language Model Pretraining with Autoregressive Blank Infilling,https://openreview.net/forum?id=QXMahjntD_C
PeerSum: A Peer Review Dataset for Abstractive Multi-document Summarization,https://openreview.net/forum?id=-NcPJhsLhtJ
A Simple General Method for Detecting Textual Adversarial Examples,https://openreview.net/forum?id=7vSof0oWJKN
Multi-Task Pre-Training for Plug-and-Play Task-Oriented Dialogue System,https://openreview.net/forum?id=46-q5-S-mEF
A Simple Overlapping Relation Extraction Method Based on Dropout,https://openreview.net/forum?id=HlTDIkxaWCI
Target-Guided Dialogue Response Generation Using Commonsense and Data Augmentation,https://openreview.net/forum?id=nRqzJxJXcCb
Neural Pipeline for Zero-Shot Data-to-Text Generation,https://openreview.net/forum?id=Lz2fD-uQyeh
Parameter-Efficient Abstractive Question Answering over Tables and over Text,https://openreview.net/forum?id=Qj5PZOZgPRS
Error-Correcting Codes For Approximate Neural Sequence Prediction,https://openreview.net/forum?id=6NEOigYYbRk
Prompt-Learning for Fine-Grained Entity Typing,https://openreview.net/forum?id=7EemgCzGXAN
Probing Position-Aware Attention Mechanism in Long Document Understanding,https://openreview.net/forum?id=QAuS7grHtkO
Distantly Supervised Named Entity Recognition with Category-Oriented Confidence Calibration,https://openreview.net/forum?id=H6kbvowD2Bv
CLGP: Multi-Feature Embedding based Cross-Attention for Chinese NER,https://openreview.net/forum?id=BM3y-ZnNwoG
Detecting Rumor Veracity with Only Textual Information by Double-Channel Structure,https://openreview.net/forum?id=paaFqtxNcxT
Knowledge Graph is in Rescue: Task Oriented Dialogue System for Response Generation without NLU and DM,https://openreview.net/forum?id=UQk8XMFAE2u
Enabling Multimodal Generation on CLIP via Vision-Language Knowledge Distillation,https://openreview.net/forum?id=YTGg7kv8qIq
HIE-SQL: History Information Enhanced Network for Context-Dependent Text-to-SQL Semantic Parsing,https://openreview.net/forum?id=fX8TXF-LD21
TableIE: Capture the Interactions among Joint Information Extraction Explicitly via Double Tables,https://openreview.net/forum?id=3_KnXEevm2E
Towards Unified Prompt Tuning for Few-shot Learning,https://openreview.net/forum?id=9O7V12vSx8t
Metadata Shaping: Natural Language Annotations for the Long Tail,https://openreview.net/forum?id=7A4Fel5OBYQ
Word2Box: Capturing Set-Theoretic Semantics of Words using BoxEmbeddings,https://openreview.net/forum?id=NThz_6MqDuG
KESA: A Knowledge Enhanced Approach For Sentiment Analysis,https://openreview.net/forum?id=1z0HSEAOoWs
Multi-stage Distillation Framework for Cross-Lingual Semantic Similarity Matching,https://openreview.net/forum?id=GCq16dADbK7
Get Your Model Puzzled: Introducing Crossword-Solving as a New NLP Benchmark,https://openreview.net/forum?id=v4hr8SvBl4L
TACO: Pre-training of Deep Transformers with Attention Convolution using Disentangled Positional Representation,https://openreview.net/forum?id=-AGBhcs5JP9
Aligning Annotation with User Perceptions for the Evaluation of Voice-Based Intelligent Personal Digital Assistants ,https://openreview.net/forum?id=6-l23Qjgu2u
Redistributing Low-Frequency Words: Making the Most of Monolingual Data in Non-Autoregressive Translation,https://openreview.net/forum?id=Zh4kJ4JOcHo
Self-Supervised Contrastive Learning with Adversarial Perturbations for Robust Pretrained Language Models,https://openreview.net/forum?id=1Sx_XJeJTLh
Voxel-informed Language Grounding,https://openreview.net/forum?id=mpmtcQTIErU
Textual Entailment with Dynamic Contrastive Learning for Zero-shot NER,https://openreview.net/forum?id=-J2Pefs3cw
Multi-head or Single-head? An Empirical Comparison for Transformer Training,https://openreview.net/forum?id=UiSsgooXn_4
Two-Level Supervised Contrastive Learning for Response Selection in Multi-Turn Dialogue,https://openreview.net/forum?id=N0b2XDcHLLI
Diversifying Neural Text Generation with Part-of-Speech Guided Softmax and Sampling,https://openreview.net/forum?id=xU6V4SrKd8C
Zero-Shot Dependency Parsing with Worst-Case Aware Automated Curriculum Learning,https://openreview.net/forum?id=h0lckggpp4X
Cross-Document Temporal Relation Extraction with Temporal Anchoring Events,https://openreview.net/forum?id=h9FRrlcs8yo
Bi-Matching Mechanism to Combat the Long Tail of Word Sense Disambiguation,https://openreview.net/forum?id=FvmGqUEuh7
Neural Dynamic Focused Topic Model,https://openreview.net/forum?id=LNqI1OWu4NI
"Evaluating Inclusivity, Equity, and Accessibility of NLP Technology: A Case Study for Indian Languages",https://openreview.net/forum?id=lcerLgEt6ss
XLM-E: Cross-lingual Language Model Pre-training via ELECTRA,https://openreview.net/forum?id=hYB_ozQvbVV
Event-Event Relation Extraction using Probabilistic Box Embedding,https://openreview.net/forum?id=USuyAFWEuY
Salient Phrase Aware Dense Retrieval: Can a Dense Retriever Imitate a Sparse One?,https://openreview.net/forum?id=bkagwUGBYU1
Towards Improving Topic Models with the BERT-based Neural Topic Encoder,https://openreview.net/forum?id=qrCCfJ6uR1m
Moving the Eiffel Tower to ROME: Tracing and Editing Facts in GPT,https://openreview.net/forum?id=mMECu_poAs
Nested Named Entity Recognition as Latent Lexicalized Constituency Parsing,https://openreview.net/forum?id=2D3ibn1aeUS
$AmbiPun$ : Generating Humorous Puns with Ambiguous Context,https://openreview.net/forum?id=RhhZo7CpksR
Unsupervised multiple-choice question generation for out-of-domain Q\\\\&A fine-tuning,https://openreview.net/forum?id=JWVB2_QbT8W
"Relevance in Dialogue: Is Less More? An Empirical Comparison of Existing Metrics, and a Novel Simple Metric",https://openreview.net/forum?id=SFVLa0a4rNg
Graph-based Fine-grained Multimodal Attention Mechanism for Sentiment Analysis,https://openreview.net/forum?id=de9ufgUZFox
Morphology Informed Selections for Subword Vocabulary Size,https://openreview.net/forum?id=nuocH643Ezt
MoFE: Mixture of Factual Experts for Controlling Hallucinations in Abstractive Summarization,https://openreview.net/forum?id=JegLdW0zORF
Achieving Conversational Goals with Unsupervised Post-hoc Knowledge Injection,https://openreview.net/forum?id=NEvmCSnnj63
"Accurate, yet Inconsistent? Consistency Analysis on Language Models",https://openreview.net/forum?id=PZIiXj2FcAP
Quantum-inspired Representation for Long-tail Senses of Word Sense Disambiguation,https://openreview.net/forum?id=r6z-A8wyD-W
Towards Coding Social Science Datasets with Language Models,https://openreview.net/forum?id=Sx5wGWcuETA
Utterance Rewriting with Contrastive Learning in Multi-turn Dialogue,https://openreview.net/forum?id=HQ1M0wv2RrL
AutoTriggER: Named Entity Recognition with Auxiliary Trigger Extraction,https://openreview.net/forum?id=8LQwB0FkR0X
Non-Parametric Domain Adaptation for End-to-End Speech Translation,https://openreview.net/forum?id=1GZzXcmivZ4
Revisiting Softmax for Uncertainty Approximation in Text Classification,https://openreview.net/forum?id=cnMI-mshhv5
Listen to Both Sides and be Enlightened! -- Hierarchical Modality Fusion Network for  Entity and Relation Extraction,https://openreview.net/forum?id=DX8E-03pBrV
MarkBERT: Marking Word Boundaries Improves Chinese BERT,https://openreview.net/forum?id=7uE-SSLTgxw
ReCo: Reliable Multi-hop Causal Reasoning via Structural Causal Recurrent Unit,https://openreview.net/forum?id=8kD13-NXpZ
Comparative Opinion Summarization via Collaborative Decoding,https://openreview.net/forum?id=SpwEk_yswpS
Constructing Phrase-level Semantic Labels to Form Multi-GrainedSupervision for Image-Text Retrieval,https://openreview.net/forum?id=IbQJVkI-96I
BERT is Robust! A Case Against Synonym-Based Adversarial Examples in Text Classification,https://openreview.net/forum?id=gu5N_MqOzHp
A Comparative Study of Faithfulness Metrics for Model Interpretability Methods,https://openreview.net/forum?id=8BUje8JD-_Q
ArchivalQA: A Large-scale Benchmark Dataset for Open Domain Question Answering over Archival News Collections,https://openreview.net/forum?id=4zUWJyt0Ja4
Textual Backdoor Attacks Can Be More Harmful via Two Simple Tricks,https://openreview.net/forum?id=HZRUtYo7x9R
Divide and Rule: Effective Pre-Training for Context-Aware Multi-Encoder Translation Models,https://openreview.net/forum?id=H8L5q6lcWqM
Generic Dependency Modeling in Multi-Party Conversation,https://openreview.net/forum?id=IQWOVFz1Bs
Contrastive Demonstration Tuning for Pre-trained Language Models,https://openreview.net/forum?id=RFVK6x4NBhD
On Spoken Language Understanding Systems for Low Resourced Languages,https://openreview.net/forum?id=SrW4CWx3ox5
Can Pre-trained Language Models Interpret Similes as Smart as Human?,https://openreview.net/forum?id=ecHLq1bWFvk
The patient is more dead than alive: exploring the current state of the multi-document summarisation of the biomedical literature,https://openreview.net/forum?id=YDwkCkgFFFn
ICLEA: Interactive Contrastive Learning for Self-supervised Entity Alignment,https://openreview.net/forum?id=6DOaEO5KV0
Learning Universal Sentence Embeddings with Large-scale Parallel Translation Datasets,https://openreview.net/forum?id=MHnRhU7zmDX
MoEfication: Conditional Computation of Transformer Models for Efficient Inference,https://openreview.net/forum?id=WuxlPPY23K
RELiC: Retrieving Evidence for Literary Claims,https://openreview.net/forum?id=xcelRQScTjP
A Dual-Channel Framework for Sarcasm Recognition by Detecting Sentiment Conflict,https://openreview.net/forum?id=5P8vhb5bV2_
A Parameter Aggregation Strategy on Personalized Federated Learning,https://openreview.net/forum?id=dshFaeku9Me
Graph Neural Networks for Multiparallel Word Alignment,https://openreview.net/forum?id=k9p9ML7otLG
ComSearch: Equation Searching with  Combinatorial Mathematics for Solving Math Word Problems with Weak Supervision,https://openreview.net/forum?id=GAtDhA2VH88
MATHion: Solving Math Word Problems with Logically Consistent Problems,https://openreview.net/forum?id=bAyJN10c_5N
Under the Morphosyntactic Lens: A Multifaceted Evaluation of Gender Bias in Speech Translation,https://openreview.net/forum?id=zm8gQvBzFAM
One-Shot Learning from a Demonstration with Hierarchical Latent Language,https://openreview.net/forum?id=uecnUP0-PjZ
UCTopic: Unsupervised Contrastive Learning for Phrase Representations and Topic Mining,https://openreview.net/forum?id=lm8Fb0c5k7_
AlephBERT: Language Model Pre-training and Evaluation from Sub-Word to Sentence Level,https://openreview.net/forum?id=xicP8EAgXFU
AutoMin: A Novel Dataset for Automatic Minuting from Multi-Party Meetings in English and Czech,https://openreview.net/forum?id=o0CMTqnn9kM
Multi-Granularity Contrastive Knowledge Distillation for Multimodal Named Entity Recognition,https://openreview.net/forum?id=Xf7cE59PJuP
The Change that Matters in Discourse Parsing: Estimating the Impact of Domain Shift on Parser Error,https://openreview.net/forum?id=KkF3IHfdT_z
An Empirical Study of Document-to-document Neural Machine Translation,https://openreview.net/forum?id=sU9fYzNZ3xX
A Re-examination of Neural Selective Prediction for Natural Language Processing,https://openreview.net/forum?id=sVMB_r7oPpv
The Algorithmic Inflection and Morphological Variability of Russian,https://openreview.net/forum?id=TpPhoHHfIKl
Multi-Stage Prompting for Knowledgeable Dialogue Generation,https://openreview.net/forum?id=vS9XeUdk-Yc
Learning from Missing Relations: Contrastive Learning with Commonsense Knowledge Graphs for Commonsense Inference,https://openreview.net/forum?id=E7xLOw5YHR5
ANNA: Enhanced Language Representation for Question Answering,https://openreview.net/forum?id=xTsom6Vyem0
Meet Your Favorite Character: Open-domain Chatbot Mimicking Fictional Characters with only a Few Utterances,https://openreview.net/forum?id=eYe4HOt0Zx
CLD\\u00b2: Language Documentation Meets Natural Language Processing for Revitalising Endangered Languages,https://openreview.net/forum?id=LykFSG2ZUZS
BACN: Bi-direction Attention Capsule-based Network for Multimodal Sentiment Analysis,https://openreview.net/forum?id=fCqi1FgubBb
Rebuild and Ensemble: Exploring Defense Against Text Adversaries,https://openreview.net/forum?id=zybG6tEamxk
From Rewriting to Remembering: Common Ground for Conversational QA Models,https://openreview.net/forum?id=Dkayo1AmMpC
Knowledge-guided Transformer for Joint Theme and Emotion Classification of Chinese Classical Poetry,https://openreview.net/forum?id=kcZcqo9ROA-
Hierarchical Attention Decoder for Solving Math Word Problems,https://openreview.net/forum?id=tZ6cm6PY1hQ
Repetition Facilitates Processing: The Processing Advantage of Construction Repetition in Dialogue,https://openreview.net/forum?id=Nu1o7f13hBo
Building a Role Specified Open-Domain Dialogue System Leveraging Large-Scale Language Models,https://openreview.net/forum?id=fVaB0w-H1hJ
GlobalWoZ: Globalizing MultiWoZ to Develop Multilingual Task-Oriented Dialogue Systems,https://openreview.net/forum?id=3GilrFL7aU7
High Interpretable Transfer Network for Aspect Level Sentiment Classification,https://openreview.net/forum?id=Omw-DFgi6S
NEWSFARM: the Largest Chinese Corpus for Long News Summarization,https://openreview.net/forum?id=VyQrpIsouZ
Life after BERT: What do Other Muppets Understand about Language?,https://openreview.net/forum?id=1-A3ADcohr
Towards a Progression-Aware Autonomous Dialogue Agent,https://openreview.net/forum?id=UDFO2MjWRUR
Some Languages are More Equal than Others: Probing Deeper into the Linguistic Disparity in the NLP World,https://openreview.net/forum?id=BOluefHO9tQ
Detect Low-Resource Rumors in Microblog Posts via Adversarial Contrastive Learning,https://openreview.net/forum?id=eFeYI1YPuwb
Solving Linear Algebra by Program Synthesis,https://openreview.net/forum?id=3EehDxnUXrS
Pre-training and Fine-tuning Neural Topic Model: A Simple yet Effective Approach to Incorporating External Knowledge,https://openreview.net/forum?id=8ds7iPDUrls
CluSent \\u2013 Combining Semantic Expansion and De-Noising for Dataset-Oriented Sentiment Analysis of Short Texts,https://openreview.net/forum?id=whERrjsVCcZ
Remove Noise and Keep Truth: A Noisy Channel Model for Semantic Role Labeling,https://openreview.net/forum?id=B_hhBeNshop
Research on the Evaluation of Token Imbalance Degree of NMT Corpus,https://openreview.net/forum?id=HuGPs9-uHP
Boosting coherence of language models,https://openreview.net/forum?id=CJQqdS-fx3K
Contrastive Conditional Masked Language Model for Non-autoregressive Neural Machine Translation,https://openreview.net/forum?id=9_j8yJ6ISSr
Fix Bugs with Transformer through a Neural-Symbolic Edit Grammar,https://openreview.net/forum?id=5_ANw2eDtyl
Investigating Crowdsourcing Protocols for Evaluating the Factual Consistency of Summaries,https://openreview.net/forum?id=btMPtNTrVU-
Probing and Generalization of Metaphorical Knowledge in Pre-Trained Language Models,https://openreview.net/forum?id=MCl8iyuFpFL
What does it take to bake a cake? The RecipeRef corpus and anaphora resolution in procedural text,https://openreview.net/forum?id=HDun3Bd39ja
Speaker Information Can Guide Models to Better Inductive Biases: A Case Study On Predicting Code-Switching,https://openreview.net/forum?id=s8J1uDLlufg
Ensembling and Knowledge Distilling of Large Sequence Taggers for Grammatical Error Correction,https://openreview.net/forum?id=MxkLIlvZU6E
Rethinking News Text Classification from a Timeliness Perspective under the Pre-training and Fine-tuning Paradigm,https://openreview.net/forum?id=nVTVR4YvX06
Efficient Long Sequence Encoding via Synchronization,https://openreview.net/forum?id=q3jMqEy4bgX
End-to-end Reference-free Single-document Summary Quality Assessment,https://openreview.net/forum?id=9V5V9O9DCSX
Generating a Temporally Coherent Image Sequence for a Story by Multimodal Recurrent Transformers,https://openreview.net/forum?id=hyQFVwTynuA
EventBERT,https://openreview.net/forum?id=hCOfuizvidH
Phrase-aware Unsupervised Constituency Parsing,https://openreview.net/forum?id=c9pFDJXSGa5
Semantic Role Labeling as Dependency Parsing: Exploring Latent Tree Structures Inside Arguments,https://openreview.net/forum?id=bmF2qC-CUG
MSAMSum: Towards Benchmarking Multi-lingual Dialogue Summarization,https://openreview.net/forum?id=h6g0lrtuaYA
DialFact: A Benchmark for Fact-Checking in Dialogue,https://openreview.net/forum?id=AxPhYKiSbp
Personality Prediction of Narrative Characters from Movie Scripts,https://openreview.net/forum?id=C6zRtm5sMzA
"When did you become so smart, oh wise one?! Sarcasm Explanation in Multi-modal Multi-party Dialogues",https://openreview.net/forum?id=eJUGH5CaCJK
Sequence-to-Sequence Multilingual Pre-Trained Models: A Hope for Low-Resource Language Translation?,https://openreview.net/forum?id=L4cbpTxl72U
EmRel: Joint Representation of Entities and Embedded Relations for Multi-triple Extraction,https://openreview.net/forum?id=2csU2MGpRbN
Learning to Ignore Adversarial Attacks,https://openreview.net/forum?id=jlflpf7P7QY
Sparse Progressive Distillation: Resolving  Overfitting under Pretrain-and-Finetune Paradigm,https://openreview.net/forum?id=W31JU1GRB1U
Automode: Choosing the Best Machine Translation Supplier Based on Source Text,https://openreview.net/forum?id=LNj1U_Sm-l_n
Speech-to-SQL Parsing: Error Correction with Multi-modal Representations,https://openreview.net/forum?id=5pq2nzuClHG
Innovative Measures of Patient and Disease Phenotyping: Optimizing Linguistic and Machine Learning Techniques in the Investigation of Electronic Health Record (EHR) Data,https://openreview.net/forum?id=6tTmE3JCzMq
On the Effect of Isotropy on VAE Representations of Text,https://openreview.net/forum?id=wVpU93kEGc
Composing Structure-Aware Batches for Pairwise Sentence Classification,https://openreview.net/forum?id=DKVhbjXs9aG
Exploiting Data Characteristics for Document-level Event Extraction,https://openreview.net/forum?id=tVF2KuTau5g
ReCLIP: A Strong Zero-Shot Baseline for Referring Expression Comprehension,https://openreview.net/forum?id=eT83GooycXa
Synthetic Question Value Estimation for Domain Adaptation of Question Answering,https://openreview.net/forum?id=U-e3OTlgXwW
Unsupervised Keyphrase Extraction via Interpretable Neural Networks,https://openreview.net/forum?id=u2Pt8ULp7Kd
Are We NER Yet? Measuring the Impact of ASR Errors on Named Entity Recognition in Spontaneous Conversation Transcripts,https://openreview.net/forum?id=Zo4-42mBGex
Hierarchical Recurrent Aggregative Generation for Few-Shot NLG,https://openreview.net/forum?id=iqKzson-1Tl
PREME: Preference-based Meeting Exploration through an Interactive Questionnaire,https://openreview.net/forum?id=p91q-66Svih
MIMICause: Representation and automatic extraction of causal relation types from clinical notes,https://openreview.net/forum?id=4KcQD40NlSM
Is Attention Explanation? An Introduction to the Debate,https://openreview.net/forum?id=xdbuU2dUa9O
Offensive Text Detection Across Languages and Datasets Using Rule-based and Hybrid Methods,https://openreview.net/forum?id=3n6KslGuhHD
A Sentence is Worth 128 Pseudo Tokens: A Semantic-Aware Contrastive Learning Framework for Sentence Embeddings,https://openreview.net/forum?id=FXZuJcgDpgF
Top-Down Influence? Predicting CEO Personality and Risk Impact from Speech Transcripts,https://openreview.net/forum?id=5jsRMDNddKZ
An Investigation of the (In)effectiveness of Counterfactually Augmented Data,https://openreview.net/forum?id=5f4gKU3img0
Maximum Proxy-Likelihood Estimation for Non-autoregressive Machine Translation,https://openreview.net/forum?id=ps4ihHcV19
Semantic-Oriented Unlabeled Priming for Large-Scale Language Models,https://openreview.net/forum?id=A3o2LyGc9K_
Prix-LM: Pretraining for Multilingual Knowledge Base Construction,https://openreview.net/forum?id=y1DoH6Y75rK
SANCL: Multimodal Review Helpfulness Prediction with Selective Attention and Natural Contrastive Learning,https://openreview.net/forum?id=syGBvV6axrY
Towards Few-shot Entity Recognition in Document Images: A Label-aware Sequence-to-Sequence Framework,https://openreview.net/forum?id=ePRpn99yhJi
Fusing Heterogeneous Factors with Triaffine Mechanism for Nested Named Entity Recognition,https://openreview.net/forum?id=OXXX_dfeH7v
Continual Few-shot Relation Learning via Embedding Space Regularization and Data Augmentation,https://openreview.net/forum?id=tN-UlSrCBgM
Consecutive Task-oriented Dialog Policy Learning,https://openreview.net/forum?id=Z2EA4hRCjTi
Extreme Multi-label Text Classification with Multi-layer Experts,https://openreview.net/forum?id=IGAZ8wmBozW
Towards Robust Online Dialogue Response Generation,https://openreview.net/forum?id=MgEOyth-DZQ
Rewire-then-Probe: A Contrastive Recipe for Probing Biomedical Knowledge of Pre-trained Language Models,https://openreview.net/forum?id=wJTFHhrpPIU
Topic-Aware Response Generation in Task-Oriented Dialogue with Unstructured Knowledge Access,https://openreview.net/forum?id=FPpE1tWkC5
Cross-Utterance Conditioned VAE for Non-Autoregressive Text-to-Speech,https://openreview.net/forum?id=i6tHdctpIc2
HiStruct+: Improving Extractive Text Summarization with Hierarchical Structure Information,https://openreview.net/forum?id=i2WUdHUTHTQ
NewsEdits: A Dataset of News Article Revision Histories and a Novel Approach to Document-Level Edit Reasoning,https://openreview.net/forum?id=gDJtrYO-9O
Deep Reinforcement Learning for Entity Alignment,https://openreview.net/forum?id=CRBzhRdkycU
TwittIrish: A Universal Dependencies Treebank of Tweets in Modern Irish,https://openreview.net/forum?id=f1PfVBM3v0r
Biaffine Discourse Dependency Parsing,https://openreview.net/forum?id=nIcRCffatsX
Generated Knowledge Prompting for Commonsense Reasoning,https://openreview.net/forum?id=9hzcBemY20
Empathetic Persuasion: Reinforcing Empathy and Persuasiveness in Dialogue Systems,https://openreview.net/forum?id=oDo65FJacdy
PicTalky: Augmentative and Alternative Communication Software for Language Developmental Disabilities,https://openreview.net/forum?id=VnWsasVHGPM
Improving Neural Models for Radiology Report Retrieval with Lexicon-based Automated Annotation,https://openreview.net/forum?id=i0HdiUT1_KI
Making Transformers Solve Compositional Tasks,https://openreview.net/forum?id=Zey1PpxWJRz
Multimodal Sentiment Analysis with Common-sense Modulation,https://openreview.net/forum?id=0r3eQftCZUT
GenRE: A Generative Model for Relation Extraction,https://openreview.net/forum?id=w0fxBD6tJbV
Logic Traps in Evaluating Attribution Scores,https://openreview.net/forum?id=du9X3J0losl
"Relevant CommonSense Subgraphs for \\""What if...\\"" Procedural Reasoning",https://openreview.net/forum?id=-7JHTpEHPn
Explicit Object Relation Alignment for Vision and Language Navigation,https://openreview.net/forum?id=-TgV5Cufu58
M6-T: Exploring Sparse Expert Models and Beyond,https://openreview.net/forum?id=3GQN9Bwdjdv
Data-adaptive Transfer Learning for Low-resource Translation: A Case Study in Haitian,https://openreview.net/forum?id=nhQlnkAoux
WeTS: A Benchmark for Translation Suggestion,https://openreview.net/forum?id=cFFydlVW7G
KETOD: Knowledge-Enriched Task-Oriented Dialogue,https://openreview.net/forum?id=rfKyAHBUhOq
Autoregressive Language Model for Zero-shot Constrained Keyphrase Generation,https://openreview.net/forum?id=5cU6H8EAxpO
Flagging Comprehensibility Issues in Hindi Text with Question Answering,https://openreview.net/forum?id=uD89_eS35Bt
An Isotropy Analysis in the Multilingual BERT Embedding Space,https://openreview.net/forum?id=eBltGwedCi
GradMask: Gradient-Guided Token Masking for Textual Adversarial Example Detection,https://openreview.net/forum?id=abyb5WF417M
Graph Refinement for Coreference Resolution,https://openreview.net/forum?id=4nIFIb-uWo8
Right for the Right Reason: Evidence Extraction for Trustworthy Tabular Reasoning,https://openreview.net/forum?id=AIzlClbp3x
Prompting as Multimodal Fusing,https://openreview.net/forum?id=wWZCNLkK-FK
Debiased Contrastive Learning of Unsupervised Sentence Representations,https://openreview.net/forum?id=nEPS9wayf3T
An Unsupervised Multiple-Task and Multiple-Teacher Model for Cross-lingual Named Entity Recognition,https://openreview.net/forum?id=8htKQ54Radx
Universal Phone Recognition for Language Agnostic Keyword Search,https://openreview.net/forum?id=Q-YYLHfpAa
FRSUM: Towards Faithful Abstractive Summarization via Enhancing Factual Robustness,https://openreview.net/forum?id=m3gyU0zoCD_
Training Data is More Valuable than You Think: A Simple and Effective Method by Retrieving from Training Data,https://openreview.net/forum?id=bHf273tEkY9
AdaPrune: Pruning Transformer with Sparse Regularization,https://openreview.net/forum?id=_CMSV7FTzGI
Self-supervised Semantic-driven Phoneme Discovery for Zero-resource Speech Recognition,https://openreview.net/forum?id=lf1yqoQZTfa
Unsupervised Domain Adaptation with Contrastive Learning for Cross-domain Chinese NER,https://openreview.net/forum?id=f-NmsmAgrDL
Understanding Attention in Machine Reading Comprehension,https://openreview.net/forum?id=vBGI0irna69
Improve Discourse Dependency Parsing with Contextualized Representations,https://openreview.net/forum?id=p6Gx8159ll4
Measuring Fairness of Text Classifiers via Prediction Sensitivity,https://openreview.net/forum?id=nRMGr434PuG
Improving Syntactic Parsing with Consistency Learning,https://openreview.net/forum?id=mEqYnpJF8LX
Identifying Semantically Difficult Samples to Improve Text Classification,https://openreview.net/forum?id=Ohqq3_Q9_3L
EveMRC: A Two-stage Evidence Modeling For Multi-choice Machine Reading Comprehension,https://openreview.net/forum?id=7BdYd9p5rV
CalBERT - Code-mixed Adaptive Language representations using BERT,https://openreview.net/forum?id=ZdKU7FFJ-79
Local Structure Matters Most: Perturbation Study in NLU,https://openreview.net/forum?id=mBWEZDC3KeO
